"","x","y"
"1",0.001,0.000887358442137976
"2",0.0173061224489796,0.0234652086721715
"3",0.0336122448979592,0.0698755632789248
"4",0.0499183673469388,0.0343402527896553
"5",0.0662244897959184,0.0265204047109361
"6",0.082530612244898,0.159214802658924
"7",0.0988367346938775,0.165078389269379
"8",0.115142857142857,0.124002873768554
"9",0.131448979591837,0.0596455047232945
"10",0.147755102040816,0.0552452656480156
"11",0.164061224489796,0.192214749938877
"12",0.180367346938776,0.0305346234751807
"13",0.196673469387755,0.105061425176501
"14",0.212979591836735,0.0762759220048154
"15",0.229285714285714,0.152499802706374
"16",0.245591836734694,0.0564525638776068
"17",0.261897959183673,0.0959048838140158
"18",0.278204081632653,0.119482687996191
"19",0.294510204081633,0.0379757879324448
"20",0.310816326530612,0.19230547355675
"21",0.327122448979592,0.183303214981583
"22",0.343428571428571,0.094980184005096
"23",0.359734693877551,0.0912946482491566
"24",0.376040816326531,0.145241281472793
"25",0.39234693877551,0.109021734727567
"26",0.40865306122449,0.239444551541822
"27",0.424959183673469,0.193305024056695
"28",0.441265306122449,0.202679323046384
"29",0.457571428571429,0.209086744194155
"30",0.473877551020408,0.28046438185791
"31",0.490183673469388,0.367986738500303
"32",0.506489795918367,0.153935256000638
"33",0.522795918367347,0.165335840727813
"34",0.539102040816327,0.297039612752895
"35",0.555408163265306,0.350891055211957
"36",0.571714285714286,0.182443600703659
"37",0.588020408163265,0.134455864298262
"38",0.604326530612245,0.418621660529189
"39",0.620632653061225,0.326117904410065
"40",0.636938775510204,0.0558967726773546
"41",0.653244897959184,0.248852626442655
"42",0.669551020408163,0.483436485007983
"43",0.685857142857143,0.148662357302398
"44",0.702163265306122,0.0416329785937674
"45",0.718469387755102,0.614535639953507
"46",0.734775510204082,0.197833585247503
"47",0.751081632653061,0.191529215186967
"48",0.767387755102041,0.322009885882287
"49",0.78369387755102,0.453920294031214
"50",0.8,0.178895893330633
